table,_start,_stop,_time,_measurement,file_type,job_id,job_name,job_status,production_label,project_name,quality,render_node,resolution,task,aa_samples,aov_count,file_size,frame_number,light_count,polygon_count,render_time,total_render_time
2886,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.632028Z,render_jobs,exr,dddf92be-7aee-493a-8e59-a74cbb3a9fef,apple_0789_lighting.1001,finished,lighting_easy,apple_0789,medium,node_5,1920x1080,lighting,4,1,5.038456396538443,1001,6,182067,45.720214557258195,2286.010728
2887,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.848878Z,render_jobs,exr,dde794ac-a9d9-4657-8afe-8b88b03c8957,lidl_0123_compositing.1044,finished,lighting_easy,lidl_0123,final,node_11,3840x2160,compositing,16,2,9.055300169977443,1044,15,611236,186.88508525788515,9344.254262894257
2888,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.713379Z,render_jobs,exr,de1e0542-fd1e-497f-80fd-dfaef67db368,nike_0456_animation_playblast.1049,idle,fx_easy,nike_0456,high,node_5,2560x1440,animation_playblast,8,6,1.4448184754525712,1049,4,721184,105.30110774195933,5265.055387097967
2889,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.92094Z,render_jobs,exr,de1edcd0-4dc8-47fa-835d-e2db559b93e7,apple_0789_compositing.1034,finished,fx_complex,apple_0789,final,node_6,3840x2160,compositing,16,3,6.872641866672158,1034,4,405333,89.39198066557613,4469.599033278806
2890,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.845748Z,render_jobs,exr,de57532e-f2a6-4e35-b4fc-ee8c5d324f58,lidl_0123_animation_playblast.1004,finished,lighting_mid,lidl_0123,low,node_10,1280x720,animation_playblast,2,9,3.6798957197171633,1004,7,468704,130.34328957574323,6517.164478787161
2891,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.649592Z,render_jobs,exr,de68de57-4a4c-461b-afea-743e997d7f5f,nike_0456_compositing.1013,finished,fx_complex,nike_0456,high,node_2,2560x1440,compositing,8,2,1.5406741104199524,1013,8,551526,114.8644462504227,5743.222312521135
2892,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.810388Z,render_jobs,exr,de8e2253-21de-4e31-9f45-9f967a7f2e71,apple_0789_animation_playblast.1016,finished,lighting_easy,apple_0789,final,node_9,3840x2160,animation_playblast,16,2,7.209804445259221,1016,9,877945,194.71595475709466,9735.797737854733
2893,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.652121Z,render_jobs,exr,de9c8bb6-52ef-4786-802e-1f1e5f808d9b,apple_0789_lighting.1003,finished,lighting_mid,apple_0789,high,node_1,2560x1440,lighting,8,9,1.1027382996436108,1003,16,473302,117.48457391314997,5874.228695657499
2894,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.690388Z,render_jobs,exr,dea63a82-41d0-4396-b1ca-6caad276d37e,lidl_0123_lighting.1045,finished,fx_easy,lidl_0123,medium,node_6,1920x1080,lighting,4,4,9.810009184072857,1045,6,575857,100.98189037459971,5049.094518729986
2895,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.793117Z,render_jobs,exr,deac7c6f-4070-4441-93c3-7343788b405f,nike_0456_lighting.1023,finished,fx_complex,nike_0456,medium,node_2,1920x1080,lighting,4,10,8.436103261666263,1023,10,665641,139.3255279791949,6966.276398959745
2896,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.670873Z,render_jobs,exr,deb16fc9-bfd4-4e15-862b-799756a57480,apple_0789_animation_playblast.1009,idle,lighting_easy,apple_0789,high,node_5,2560x1440,animation_playblast,8,2,6.450292877751415,1009,4,649607,94.01666455,4700.833227588955
2897,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.801992Z,render_jobs,exr,defa9d6e-e86e-4a59-a559-f2aa79865663,apple_0789_lighting.1044,finished,lighting_easy,apple_0789,medium,node_12,1920x1080,lighting,4,5,5.816927582677269,1044,9,676005,194.38261972796343,9719.130986398171
2898,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.675213Z,render_jobs,exr,df0dd957-ac05-45f1-af22-24ed28450c20,apple_0789_animation_playblast.1039,idle,lighting_mid,apple_0789,final,node_6,3840x2160,animation_playblast,16,5,5.329877318199907,1039,13,610458,136.10084790989765,6805.042395494883
2899,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.845981Z,render_jobs,exr,df146b40-4540-4779-a648-8d7ec0382e3b,apple_0789_lighting.1024,finished,fx_complex,apple_0789,medium,node_0,1920x1080,lighting,4,9,2.154278434372502,1024,9,240359,101.62482220623625,5081.241110311812
2900,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.762697Z,render_jobs,exr,df1d57f3-dba4-4918-a8f8-4c21ec55fc01,apple_0789_compositing.1004,idle,lighting_complex,apple_0789,low,node_12,1280x720,compositing,2,7,8.264749730378082,1004,5,407423,129.6044567650589,6480.222838252945
2901,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.66093Z,render_jobs,exr,df4ffdda-8244-45c2-bb03-18f37af272a9,nike_0456_lighting.1040,finished,lighting_mid,nike_0456,high,node_9,2560x1440,lighting,8,7,2.9505292043528826,1040,20,650363,189.24651093714604,9462.325546857302
2902,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.767426Z,render_jobs,exr,df5e57f2-bced-45ea-9425-aa8c58802e8c,nike_0456_animation_playblast.1028,idle,fx_complex,nike_0456,low,node_8,1280x720,animation_playblast,2,7,7.443629354,1028,15,172702,82.38830159435787,4119.415079717894
2903,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.833062Z,render_jobs,exr,df60a614-4843-4f5c-aab5-49a003948548,apple_0789_lighting.1034,idle,lighting_easy,apple_0789,final,node_13,3840x2160,lighting,16,6,1.759115176033283,1034,3,508528,99.08416166088914,4954.2080830444565
2904,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.921145Z,render_jobs,exr,df761f20-4250-415b-a9eb-f73cbb44d5fa,apple_0789_animation_playblast.1031,finished,fx_easy,apple_0789,final,node_9,3840x2160,animation_playblast,16,2,6.030863668368228,1031,13,512070,153.11153636457146,7655.576818228573
2905,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.832889Z,render_jobs,exr,df7d027a-cddb-405c-96c8-d76f86fa5c1d,nike_0456_animation_playblast.1006,idle,lighting_complex,nike_0456,low,node_7,1280x720,animation_playblast,2,4,3.0783631381663574,1006,9,312860,78.70630682266808,3935.315341133404
2906,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.864921Z,render_jobs,exr,df81c712-98da-4e56-ab36-187a0ba7aeff,lidl_0123_animation_playblast.1028,idle,fx_complex,lidl_0123,final,node_2,3840x2160,animation_playblast,16,10,1.797412243709919,1028,2,348450,94.31469293923473,4715.734646961737
2907,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.840345Z,render_jobs,exr,dfabc3cf-53cc-472b-905b-2cb108346760,lidl_0123_compositing.1035,idle,fx_complex,lidl_0123,medium,node_2,1920x1080,compositing,4,2,9.957672240553002,1035,12,215765,77.59461139385114,3879.730569692557
2908,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.802273Z,render_jobs,exr,dfc5a1a8-712c-461a-b46a-45393b443259,nike_0456_compositing.1009,idle,lighting_easy,nike_0456,low,node_12,1280x720,compositing,2,4,3.052211942549037,1009,20,239073,148.4944174204549,7424.720871022745
2909,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.820829Z,render_jobs,exr,dfd8b0d6-e68c-46eb-9a88-a81fe7af7e68,apple_0789_lighting.1043,finished,fx_complex,apple_0789,final,node_2,3840x2160,lighting,16,4,6.049425537,1043,3,447266,101.72629422177069,5086.314711088535
2910,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.859124Z,render_jobs,exr,e002cfb4-be4c-4711-9ff1-f23d9eb155c2,apple_0789_animation_playblast.1040,idle,lighting_complex,apple_0789,high,node_6,2560x1440,animation_playblast,8,10,6.919962587671522,1040,15,55073,73.22071076199444,3661.035538099722
2911,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.834849Z,render_jobs,exr,e0082db1-196d-49b5-9f0b-d0a539419575,nike_0456_animation_playblast.1018,error,lighting_complex,nike_0456,low,node_5,1280x720,animation_playblast,2,6,2.229873497973916,1018,1,919014,113.17251684501572,5658.625842250786
2912,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.909239Z,render_jobs,exr,e00e1a38-b8c5-4024-a1c1-8c1abee9c9a3,lidl_0123_animation_playblast.1037,idle,fx_easy,lidl_0123,medium,node_7,1920x1080,animation_playblast,4,2,7.321065841718258,1037,13,489385,109.63198056234418,5481.599028117209
2913,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.708135Z,render_jobs,exr,e01282f9-89f1-4659-a0b3-25a1853e7dd3,nike_0456_animation_playblast.1045,idle,fx_easy,nike_0456,low,node_13,1280x720,animation_playblast,2,7,8.394584140528028,1045,1,267047,53.19787566384198,2659.893783192099
2914,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.737675Z,render_jobs,exr,e01c620d-9947-49d7-95bc-d98a90f75f6b,lidl_0123_animation_playblast.1004,finished,lighting_easy,lidl_0123,final,node_13,3840x2160,animation_playblast,16,6,8.700539782319076,1004,3,582864,107.37373750005666,5368.686875002833
2915,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.89969Z,render_jobs,exr,e03af61f-4260-415f-8885-a7b42eb5501b,apple_0789_lighting.1004,finished,lighting_easy,apple_0789,low,node_3,1280x720,lighting,2,4,4.302318335674483,1004,12,488725,116.36149932770465,5818.074966385232
2916,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.896714Z,render_jobs,exr,e052a94e-c7b6-4869-824c-3ecacb6da06b,nike_0456_compositing.1000,finished,lighting_easy,nike_0456,low,node_2,1280x720,compositing,2,10,2.3723367198141148,1000,3,212201,62.02389762760942,3101.194881380471
2917,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.837479Z,render_jobs,exr,e07106e0-c2f0-416a-9c4a-dacbebcf0760,apple_0789_compositing.1021,finished,fx_complex,apple_0789,high,node_4,2560x1440,compositing,8,2,3.480408860525114,1021,4,44067,48.119801326846506,2405.9900663423255
2918,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.859662Z,render_jobs,exr,e093e965-1af6-44fe-a621-11d241f10093,lidl_0123_lighting.1048,idle,fx_complex,lidl_0123,low,node_0,1280x720,lighting,2,5,5.215347798,1048,17,295043,125.7956786073154,6289.78393
2919,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.755662Z,render_jobs,exr,e09c795a-33ed-417d-a087-8108abbe1397,nike_0456_compositing.1000,finished,fx_complex,nike_0456,high,node_9,2560x1440,compositing,8,2,4.183449013065603,1000,6,259241,84.29902899555235,4214.951449777617
2920,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.824605Z,render_jobs,exr,e0a7c967-684e-4d2d-b005-b1a1cdd95107,nike_0456_compositing.1002,idle,fx_easy,nike_0456,medium,node_13,1920x1080,compositing,4,3,2.6057648850962156,1002,4,907701,129.1009771655739,6455.048858278696
2921,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.718491Z,render_jobs,exr,e0ad1b06-ba98-44b0-9cf9-c3a3a5597153,nike_0456_animation_playblast.1030,idle,lighting_complex,nike_0456,low,node_14,1280x720,animation_playblast,2,6,3.839552123338818,1030,12,82147,63.07545210522085,3153.7726052610424
2922,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.827394Z,render_jobs,exr,e0d0f5b0-cfae-4138-a5f9-54349222fd37,nike_0456_compositing.1010,finished,fx_easy,nike_0456,medium,node_1,1920x1080,compositing,4,8,6.168648846495751,1010,1,962067,132.8167626037179,6640.838130185895
2923,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.669083Z,render_jobs,exr,e0d21246-6ad2-4ddb-8519-6d0c53a92d42,nike_0456_lighting.1009,idle,lighting_complex,nike_0456,high,node_8,2560x1440,lighting,8,7,4.809828126673116,1009,10,30199,59.69920120553289,2984.9600602766445
2924,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.667442Z,render_jobs,exr,e0d68902-16fc-4b6b-94ae-e7752408e2a7,apple_0789_compositing.1010,finished,lighting_mid,apple_0789,medium,node_2,1920x1080,compositing,4,5,7.926860353841498,1010,5,532552,103.65253431298471,5182.626715649236
2925,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.808444Z,render_jobs,exr,e0e7d0ca-038e-406c-b3ec-bd8f0f5df7d6,apple_0789_lighting.1043,finished,fx_easy,apple_0789,low,node_3,1280x720,lighting,2,2,2.709594873947803,1043,7,911383,155.98876160065115,7799.438080032557
2926,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.884651Z,render_jobs,exr,e0f9864b-f363-4a22-812e-99abf2376bf7,nike_0456_lighting.1043,finished,lighting_mid,nike_0456,medium,node_2,1920x1080,lighting,4,5,2.533056141183346,1043,10,521522,114.86394219701667,5743.197109850834
2927,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.839268Z,render_jobs,exr,e107a19e-276e-4eaf-b325-8c88ffede81d,apple_0789_animation_playblast.1040,idle,fx_easy,apple_0789,medium,node_8,1920x1080,animation_playblast,4,1,4.528829137761245,1040,18,21733,66.10600054273668,3305.300027136834
2928,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.841602Z,render_jobs,exr,e10c4cfc-ce35-4df5-be80-ea24b02f59e1,lidl_0123_lighting.1024,error,lighting_complex,lidl_0123,high,node_9,2560x1440,lighting,8,5,7.051656164949287,1024,20,91001,104.92987237578525,5246.493618789263
2929,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.708338Z,render_jobs,exr,e14685b0-c241-4a10-b6bc-a1f4dbe15974,apple_0789_compositing.1002,finished,lighting_complex,apple_0789,low,node_7,1280x720,compositing,2,2,8.376931563823616,1002,5,606196,102.01415618680032,5100.707809340016
2930,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.668983Z,render_jobs,exr,e16e3f1c-400c-4d10-80dd-41c6f3d2c142,apple_0789_compositing.1049,error,fx_complex,apple_0789,final,node_2,3840x2160,compositing,16,10,1.3651785302091284,1049,2,866535,159.60032015738346,7980.016007869173
2931,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.716622Z,render_jobs,exr,e1b3c804-afab-458a-9915-2dc9d53e44da,apple_0789_compositing.1025,finished,lighting_complex,apple_0789,final,node_4,3840x2160,compositing,16,4,4.404800807179639,1025,1,134509,67.48876862273443,3374.438431136721
2932,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.924096Z,render_jobs,exr,e1c1e2cc-6d20-4d54-9ae3-e7e9212f63e6,lidl_0123_compositing.1022,finished,fx_easy,lidl_0123,final,node_2,3840x2160,compositing,16,4,9.488302765305576,1022,11,809233,167.5011052704894,8375.055264
2933,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.718244Z,render_jobs,exr,e1ce316c-7b8a-40b1-a870-ebf474d7ff9f,nike_0456_lighting.1046,finished,lighting_easy,nike_0456,high,node_0,2560x1440,lighting,8,5,1.143295835350791,1046,13,404108,139.71293782845083,6985.646891422542
2934,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.651932Z,render_jobs,exr,e1d702d9-8458-4b70-8df2-3740d74fc912,lidl_0123_lighting.1016,finished,fx_easy,lidl_0123,low,node_12,1280x720,lighting,2,7,9.286554709561813,1016,6,29239,63.041921916142456,3152.0960958071228
2935,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.762399Z,render_jobs,exr,e1da497d-e3cf-4350-9751-204babb6d405,apple_0789_compositing.1017,idle,fx_complex,apple_0789,medium,node_5,1920x1080,compositing,4,7,1.1831340782632247,1017,1,199796,43.467816354326565,2173.3908177163285
2936,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.891355Z,render_jobs,exr,e1ee580a-0804-47b0-86c9-7f3f4ebbabb7,lidl_0123_lighting.1042,finished,fx_complex,lidl_0123,medium,node_0,1920x1080,lighting,4,9,2.6381622949013996,1042,8,392620,122.29187011334447,6114.593505667223
2937,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.919892Z,render_jobs,exr,e1f15aa2-b80f-45b3-b902-d20a68c6cd4e,apple_0789_compositing.1024,idle,lighting_easy,apple_0789,low,node_11,1280x720,compositing,2,3,5.285057207958312,1024,17,661931,180.71878548516074,9035.939274258037
2938,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.681074Z,render_jobs,exr,e1f9de3b-0367-48dc-97d6-bdb40949507e,lidl_0123_animation_playblast.1047,idle,lighting_mid,lidl_0123,final,node_12,3840x2160,animation_playblast,16,7,6.872959225362904,1047,3,197523,109.18137092120236,5459.068546060118
2939,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.762311Z,render_jobs,exr,e1fa20e0-76a4-4ac0-9fe3-5be2911a26cc,lidl_0123_animation_playblast.1029,idle,fx_easy,lidl_0123,high,node_1,2560x1440,animation_playblast,8,5,8.187375395536165,1029,1,881445,125.01371551183387,6250.6857755916935
2940,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.784046Z,render_jobs,exr,e2122d30-2e13-4f25-b520-716376cdd5eb,lidl_0123_animation_playblast.1036,error,fx_easy,lidl_0123,final,node_11,3840x2160,animation_playblast,16,5,2.7991424741468096,1036,20,707695,222.41273009267476,11120.636504633738
2941,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.667412Z,render_jobs,exr,e21851b9-02d7-4f03-90cd-17187c2038f6,apple_0789_compositing.1010,finished,lighting_complex,apple_0789,low,node_7,1280x720,compositing,2,5,7.8536881297048815,1010,2,873444,130.6158684697773,6530.793423488865
2942,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.696289Z,render_jobs,exr,e24650b3-ceff-4faf-a44e-390d4abfad8f,nike_0456_animation_playblast.1026,finished,fx_complex,nike_0456,low,node_1,1280x720,animation_playblast,2,8,6.698226706175265,1026,2,436904,74.79133681692208,3739.5668408461042
2943,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.776905Z,render_jobs,exr,e2769540-16b4-437f-8299-e3ee454a0c7a,lidl_0123_lighting.1041,idle,lighting_easy,lidl_0123,high,node_7,2560x1440,lighting,8,5,3.376323998891885,1041,2,79412,42.12377551009727,2106.1887755048633
2944,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.76051Z,render_jobs,exr,e291c418-1992-40c3-b3c3-2ffe88e7d9fb,lidl_0123_compositing.1037,idle,lighting_mid,lidl_0123,medium,node_7,1920x1080,compositing,4,1,7.952753937730174,1037,19,730935,152.01350518249086,7600.675259124543
2945,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.641242Z,render_jobs,exr,e29d93b4-66a2-4e0d-ab2e-ad14c2d1e33a,apple_0789_animation_playblast.1012,idle,fx_easy,apple_0789,low,node_6,1280x720,animation_playblast,2,1,9.113702181162395,1012,17,449769,106.04472228680618,5302.236114340309
2946,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.7529Z,render_jobs,exr,e2ad379c-8b83-40fe-b35f-cae2ee557ecd,lidl_0123_lighting.1010,finished,fx_easy,lidl_0123,low,node_10,1280x720,lighting,2,5,7.3335926952718165,1010,12,801329,192.85188128859204,9642.594064429602
2947,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.90575Z,render_jobs,exr,e2c48212-dced-44e5-a29e-cf708bb45668,lidl_0123_lighting.1028,finished,lighting_complex,lidl_0123,medium,node_2,1920x1080,lighting,4,10,8.760386495756283,1028,10,907576,169.81256817727598,8490.628408863799
2948,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.643975Z,render_jobs,exr,e2e1664b-4820-49ff-a613-ea7fd7c5662e,nike_0456_animation_playblast.1038,finished,fx_complex,nike_0456,low,node_8,1280x720,animation_playblast,2,1,6.4613331330647235,1038,6,160196,50.99630265307667,2549.8151326538336
2949,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.673209Z,render_jobs,exr,e2eaddcf-5394-43bc-845a-29106687f1e4,apple_0789_compositing.1005,finished,lighting_mid,apple_0789,final,node_1,3840x2160,compositing,16,2,5.695304964463978,1005,6,474343,96.60643430459577,4830.321715229788
2950,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.827974Z,render_jobs,exr,e2f6aaf8-25c1-4527-af1a-0414a1a3bb1d,nike_0456_animation_playblast.1044,error,fx_easy,nike_0456,final,node_4,3840x2160,animation_playblast,16,9,5.093333640069632,1044,5,151895,89.37370302938056,4468.685151469028
2951,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.761292Z,render_jobs,exr,e312c41d-f594-453a-ada9-662424681ccc,lidl_0123_lighting.1023,finished,lighting_complex,lidl_0123,final,node_2,3840x2160,lighting,16,9,1.1448805656047218,1023,8,528846,130.9084661649439,6545.423308247195
2952,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.655437Z,render_jobs,exr,e3176bf6-9d64-4f8e-b481-230c3742749c,lidl_0123_compositing.1011,finished,lighting_mid,lidl_0123,low,node_7,1280x720,compositing,2,8,9.090435871544877,1011,1,986780,145.48478532527554,7274.239266263777
2953,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.80729Z,render_jobs,exr,e325e937-f7ba-4233-acaf-7834e6e528bd,apple_0789_compositing.1009,finished,lighting_complex,apple_0789,medium,node_4,1920x1080,compositing,4,4,7.600655226051441,1009,3,421338,98.20022763778479,4910.011382
2954,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.916206Z,render_jobs,exr,e32ed07b-a4db-43cb-bbf0-41c90c2894f0,lidl_0123_compositing.1029,idle,lighting_complex,lidl_0123,high,node_10,2560x1440,compositing,8,4,8.577713541553809,1029,5,531067,135.49570104623774,6774.785052311887
2955,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.671073Z,render_jobs,exr,e3429cb8-d95c-4198-adcd-9ebc853d15c0,apple_0789_compositing.1034,finished,lighting_easy,apple_0789,low,node_11,1280x720,compositing,2,7,5.871170964273359,1034,12,952380,216.87239485609507,10843.619742804753
2956,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.722651Z,render_jobs,exr,e35a09e5-e3c8-4d4d-8e91-d3d879d1b0d5,nike_0456_animation_playblast.1009,finished,lighting_mid,nike_0456,final,node_1,3840x2160,animation_playblast,16,2,4.921945091625579,1009,12,493205,111.94934055580927,5597.467027790463
2957,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.862485Z,render_jobs,exr,e366f188-94b4-4443-b0c5-16e695b983ae,nike_0456_compositing.1050,idle,lighting_complex,nike_0456,high,node_9,2560x1440,compositing,8,10,9.095779746716243,1050,11,376343,127.53735313461809,6376.867656730904
2958,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.646079Z,render_jobs,exr,e39afd23-3157-4ef1-921d-941b0f30d6b8,nike_0456_compositing.1039,error,lighting_complex,nike_0456,high,node_8,2560x1440,compositing,8,4,8.834757505885996,1039,11,705583,142.4209338516698,7121.046692583489
2959,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.872737Z,render_jobs,exr,e3c3447e-2a42-4a16-8a0e-4a8db5f87d2d,apple_0789_compositing.1041,finished,lighting_easy,apple_0789,medium,node_14,1920x1080,compositing,4,4,3.9315753208576942,1041,18,358559,112.86936926480719,5643.468463
2960,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.875329Z,render_jobs,exr,e3c61311-7167-4ec9-b69f-b91edf6d5cbd,apple_0789_lighting.1024,error,fx_complex,apple_0789,high,node_3,2560x1440,lighting,8,9,8.247841463069882,1024,9,881947,174.3929223832324,8719.646119
2961,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.639836Z,render_jobs,exr,e3df4a62-fd9c-4568-84b4-b4dfbe9051f5,apple_0789_compositing.1037,idle,lighting_complex,apple_0789,medium,node_5,1920x1080,compositing,4,3,8.511437251918457,1037,5,687217,96.80902746242266,4840.451373121133
2962,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.652249Z,render_jobs,exr,e40a6d17-909f-4bb2-97df-0fb5e080de9e,lidl_0123_lighting.1048,idle,lighting_complex,lidl_0123,high,node_9,2560x1440,lighting,8,8,8.995024197759083,1048,3,887929,175.79425799549506,8789.712899774753
